player_name,birthday,bmi,date,overall_rating,potential,preferred_foot,long_shots,attack,skill,movement,power,mentality,defend,goal_keep
Alessandro Diamanti,1983-05-02,23.01,2016-05-05,75.0,75.0,left,78.0,71.2,79.6,68.4,68.2,63.2,28.0,11.2
Alessandro Florenzi,1991-03-11,22.5,2016-04-21,79.0,82.0,right,80.0,78.0,77.6,84.0,79.2,77.0,74.7,9.6
Alessandro Frara,1982-11-07,22.81,2016-05-12,67.0,67.0,right,75.0,48.0,62.2,63.0,65.0,63.8,48.7,10.6
Alessandro Gazzi,1983-01-28,24.28,2016-05-05,74.0,74.0,left,71.0,58.8,59.2,62.4,73.0,70.2,75.3,9.6
Alessandro Iacobucci,1991-06-03,23.24,2016-06-16,67.0,71.0,left,15.0,16.2,23.2,48.8,43.6,22.2,16.3,66.8
Alessandro Iandoli,1984-04-29,25.24,2016-04-21,66.0,66.0,left,58.0,57.2,59.8,67.2,67.4,60.2,69.7,9.8
Alessandro Lambrughi,1987-05-19,23.71,2016-05-05,66.0,66.0,left,25.0,51.4,55.2,70.6,58.8,48.6,68.7,11.4
Alessandro Longhi,1989-06-25,22.16,2016-04-21,69.0,71.0,left,65.0,53.6,59.4,67.6,70.4,57.2,66.0,9.6
Alessandro Matri,1984-08-19,23.87,2016-05-05,77.0,77.0,right,58.0,72.2,60.2,72.4,73.0,58.6,23.3,4.2
Alessandro Piu,1996-07-30,22.45,2016-05-05,63.0,73.0,right,59.0,59.2,60.2,62.6,58.0,49.8,16.3,10.0
Alessandro Rosina,1984-01-31,23.89,2016-05-12,73.0,73.0,left,68.0,64.8,76.0,80.4,55.8,54.4,23.0,10.6
Alessandro Schoepf,1994-02-07,23.67,2016-03-24,72.0,79.0,right,66.0,61.8,68.8,78.2,63.2,51.0,26.3,10.6
Alessio Cerci,1987-07-23,23.99,2016-04-28,77.0,77.0,left,78.0,70.8,77.4,78.8,72.4,64.0,26.3,10.2
Alessio Cragno,1994-06-28,23.33,2016-04-07,68.0,77.0,right,17.0,15.6,16.4,43.0,41.6,28.0,13.0,66.6
Alessio Da Cruz,1997-01-18,21.48,2016-03-03,62.0,75.0,right,65.0,53.8,56.4,68.4,54.4,40.2,28.0,13.2
Alessio Romagnoli,1995-01-12,22.08,2016-04-14,76.0,85.0,left,46.0,43.2,48.8,63.8,65.6,49.6,79.3,10.4
Alessio Sestu,1983-09-29,23.1,2016-05-12,71.0,71.0,right,70.0,66.4,70.4,77.8,67.4,53.8,21.0,10.0
Alex Baptiste,1986-01-31,22.73,2016-06-09,68.0,68.0,right,40.0,50.0,40.8,69.8,67.4,56.2,74.7,10.4
Alex Fernandez,1992-10-15,20.92,2016-06-09,72.0,77.0,right,68.0,57.4,72.8,63.0,63.0,67.2,51.7,12.8
Alex Ferrari,1994-07-01,20.89,2016-04-21,67.0,74.0,right,48.0,46.6,49.2,70.8,62.6,45.4,68.7,10.0
Alex Henshall,1994-02-15,20.95,2016-04-07,59.0,66.0,left,27.0,44.2,49.0,74.2,48.8,45.6,25.0,9.4
Alex Iwobi,1996-05-03,23.01,2016-04-21,69.0,81.0,right,48.0,54.8,59.2,75.8,59.0,52.0,26.0,11.6
Alex Kacaniklic,1991-08-13,22.18,2016-03-31,71.0,74.0,left,59.0,66.0,64.8,78.0,60.2,54.0,27.0,11.6
Alex Lopez,1988-01-11,21.44,2016-05-26,74.0,74.0,right,80.0,60.0,72.8,72.2,71.2,73.0,58.0,9.6
Alex MacDonald,1990-04-14,24.9,2016-04-14,62.0,64.0,right,54.0,57.2,56.8,71.4,70.0,59.8,42.0,10.2
Alex Manninger,1977-06-04,24.01,2016-02-25,72.0,72.0,right,11.0,14.6,14.8,49.6,41.6,19.0,13.3,68.6
Alex Oxlade-Chamberlain,1993-08-15,22.74,2016-01-28,78.0,85.0,right,75.0,63.2,72.0,85.0,72.2,64.6,42.3,9.8
Alex Pearce,1988-11-09,24.01,2016-06-09,72.0,72.0,right,25.0,38.2,38.6,48.8,60.8,50.2,74.0,11.0
Alex Sandro,1991-01-26,23.99,2016-04-21,82.0,85.0,left,68.0,69.4,72.8,83.2,77.6,71.0,80.7,8.0
Alex Schalk,1992-08-07,23.49,2016-05-05,64.0,71.0,right,63.0,56.4,56.8,75.0,64.0,54.6,28.0,10.0
Alex Soares,1991-03-01,21.52,2016-04-14,71.0,74.0,right,74.0,55.2,63.4,68.4,69.4,63.6,57.3,9.4
Alex Song,1987-09-09,21.51,2016-06-09,78.0,78.0,right,42.0,62.6,63.0,70.0,69.0,72.4,74.7,11.6
Alex Telles,1992-12-15,21.9,2016-05-12,76.0,81.0,left,70.0,65.6,74.4,79.0,72.4,69.8,74.3,11.6
Alex Valentini,1988-04-05,23.22,2016-04-07,64.0,64.0,left,18.0,14.6,13.6,44.8,34.6,15.8,15.7,62.4
Alex,1989-01-29,23.06,2016-01-21,76.0,77.0,right,79.0,72.4,77.6,74.6,71.6,64.0,35.7,10.8
Alexander Bannink,1990-02-20,23.22,2016-03-17,65.0,67.0,right,66.0,54.2,60.8,58.8,69.6,62.0,50.7,9.4
Alexander Baumjohann,1987-01-23,23.67,2016-03-24,73.0,73.0,right,71.0,67.4,73.0,72.8,62.8,56.2,18.3,9.0
Alexander Buettner,1989-02-11,24.37,2016-04-28,74.0,75.0,left,71.0,65.4,73.8,77.4,76.6,68.8,74.3,11.4
Alexander Corryn,1994-01-03,22.1,2016-04-28,63.0,69.0,left,27.0,47.8,47.8,68.0,46.6,48.8,65.0,10.2
Alexander Djiku,1994-08-09,23.01,2016-02-25,60.0,67.0,right,30.0,46.6,45.0,61.2,47.0,50.4,66.0,9.6
Alexander Dragovic,1991-03-06,22.96,2016-03-10,78.0,82.0,right,53.0,54.4,57.0,70.0,71.0,71.4,80.3,9.8
Alexander Esswein,1990-03-25,25.36,2016-04-21,73.0,74.0,right,69.0,69.2,66.6,77.2,76.2,58.6,27.3,11.2
Alexander Farnerud,1984-05-01,21.84,2016-05-12,72.0,72.0,left,76.0,65.6,73.4,68.4,69.8,66.8,56.3,9.4
Alexander Fransson,1994-04-02,22.73,2016-05-05,69.0,78.0,right,60.0,57.8,63.4,74.8,63.6,60.0,67.0,9.8
Alexander Gonzalez,1992-09-13,23.67,2016-02-04,66.0,74.0,right,57.0,57.2,59.4,74.8,72.4,61.2,58.0,11.0
Alexander Hack,1993-09-08,22.28,2016-04-07,65.0,75.0,left,21.0,47.0,51.4,59.0,49.6,49.6,62.3,6.4
Alexander Madlung,1982-07-11,24.71,2016-05-12,72.0,72.0,right,42.0,54.2,41.4,36.2,65.0,52.4,70.7,9.6
Alexander Mathisen,1986-11-24,21.77,2016-02-04,62.0,62.0,right,63.0,55.6,58.0,72.8,68.8,58.0,55.3,11.2
Alexander Meier,1983-01-17,25.14,2016-05-12,78.0,78.0,right,79.0,77.4,77.8,56.6,72.8,73.4,45.3,9.6
Alexander Merkel,1992-02-22,21.24,2016-05-12,68.0,72.0,right,69.0,64.8,72.0,73.6,61.2,54.8,47.3,10.0
Alexander Milosevic,1992-01-30,22.62,2016-02-04,72.0,77.0,right,60.0,55.0,53.4,58.6,72.0,62.8,71.7,10.2
Alexander Ring,1991-04-09,24.18,2016-05-05,70.0,74.0,right,65.0,61.2,66.8,78.4,72.2,66.4,65.7,8.0
Alexander Scholz,1992-10-24,24.65,2016-04-21,74.0,78.0,right,52.0,57.6,53.0,65.6,69.2,59.0,76.3,9.6
Alexander Schwolow,1992-06-02,23.5,2016-04-07,69.0,73.0,right,13.0,13.0,16.0,45.2,39.4,19.4,12.3,68.0
Alexander Soerloth,1995-12-05,24.1,2016-03-17,65.0,76.0,right,62.0,61.6,57.0,63.2,68.2,49.4,20.7,11.6
Alexander Tettey,1986-04-04,20.92,2016-04-07,75.0,75.0,right,77.0,66.6,66.2,73.4,80.2,71.2,72.3,23.8
Alexandr Kerzhakov,1982-11-27,24.81,2016-04-14,77.0,77.0,right,73.0,72.4,73.2,75.2,77.0,70.2,27.7,13.6
Alexandre Azevedo,1997-01-28,22.15,2016-05-19,58.0,66.0,right,38.0,47.2,50.0,60.8,53.4,51.6,61.3,10.8
Alexandre Barthe,1986-03-05,23.6,2016-03-10,64.0,64.0,right,29.0,44.6,49.2,61.6,59.0,47.0,63.3,11.4
Alexandre Bonnet,1986-10-17,21.74,2016-03-31,68.0,68.0,left,76.0,59.4,68.4,74.6,63.0,56.8,28.0,8.2
Alexandre Coeff,1992-02-20,20.98,2016-03-24,68.0,72.0,right,47.0,61.2,59.4,62.4,64.4,61.8,70.3,10.4
Alexandre Geijo,1982-09-05,22.98,2016-04-21,70.0,70.0,right,60.0,66.2,63.0,61.4,70.4,60.0,27.0,10.0
Alexandre Lacazette,1991-05-28,23.78,2016-05-05,83.0,87.0,right,74.0,78.8,76.6,86.0,77.6,71.0,27.3,7.4
Alexandre Letellier,1990-12-11,22.37,2016-04-21,69.0,73.0,right,14.0,14.4,15.6,39.6,39.8,18.6,12.0,67.6
Alexandre Mendy,1994-03-20,25.77,2016-01-21,66.0,76.0,right,60.0,55.8,51.4,63.2,72.2,53.6,16.7,13.4
Alexandre Pato,1989-09-02,24.97,2016-03-10,80.0,82.0,right,76.0,74.4,72.6,80.6,73.4,63.0,19.3,11.8
Alexandre Silva,1997-03-16,18.94,2016-05-12,69.0,81.0,right,53.0,59.4,59.0,74.6,61.4,49.2,19.7,13.0
Alexi Peuget,1990-12-18,21.77,2016-01-14,66.0,70.0,right,73.0,53.4,63.2,57.2,71.8,57.2,64.7,10.0
Alexis Alegue Elandi,1996-12-23,21.86,2016-04-28,57.0,65.0,left,55.0,51.8,52.2,64.8,49.2,43.4,32.0,12.6
Alexis Blin,1996-09-16,23.33,2016-04-14,68.0,83.0,right,55.0,56.8,62.0,58.8,64.4,63.6,71.3,9.0
Alexis De Sart,1996-11-12,23.01,2016-03-10,57.0,69.0,right,45.0,45.6,50.0,60.4,54.0,44.8,54.7,12.6
Alexis Rolin,1989-02-07,22.16,2016-02-11,72.0,73.0,right,23.0,36.6,41.2,58.4,56.4,42.8,77.3,9.6
Alexis Sanchez,1988-12-19,21.46,2016-03-17,86.0,87.0,right,79.0,76.4,80.4,86.6,79.4,72.4,34.7,12.0
Alexis Thebaux,1985-03-17,23.62,2016-04-14,70.0,70.0,right,14.0,12.4,12.4,54.0,33.0,20.0,13.0,68.4
Alexis,1985-08-04,22.38,2016-04-28,75.0,75.0,right,24.0,54.8,54.4,60.6,63.8,58.2,76.0,12.0
Alexy Bosetti,1993-04-23,22.4,2016-01-28,71.0,77.0,right,67.0,66.0,66.0,80.0,67.2,55.4,20.3,9.8
Alfonso Taira,1992-06-17,21.24,2016-04-14,66.0,72.0,right,63.0,48.8,62.4,68.4,64.2,61.8,59.7,10.8
Alfred Duncan,1993-03-10,24.68,2016-04-28,73.0,79.0,left,75.0,62.2,67.6,73.4,79.0,65.4,70.7,7.8
Alfred Finnbogason,1989-02-01,22.69,2016-06-09,75.0,76.0,right,76.0,65.8,63.8,70.8,69.8,61.6,31.3,12.6
Alfred N'Diaye,1990-03-06,22.0,2016-03-10,77.0,79.0,right,63.0,53.2,55.8,66.4,70.4,64.6,78.3,11.2
Alfredo Ortuno,1991-01-21,25.09,2016-02-19,66.0,70.0,left,60.0,56.0,51.4,65.6,64.8,51.6,17.7,13.0
Alhassane Bangoura,1992-03-30,23.48,2016-02-04,77.0,80.0,right,58.0,63.8,62.4,86.8,70.8,60.4,20.0,7.8
Ali Adnan,1993-12-19,20.71,2016-05-12,72.0,78.0,left,78.0,63.2,71.4,72.0,78.8,66.4,68.0,11.8
Ali Ahamada,1991-08-19,23.5,2016-04-14,70.0,72.0,right,13.0,25.4,19.4,46.0,42.4,23.4,14.7,68.0
Ali Ghazal,1992-02-01,23.75,2016-04-21,75.0,78.0,right,39.0,49.8,56.0,65.8,63.0,62.0,74.7,11.0
Ali Messaoud,1991-04-13,22.78,2016-04-14,67.0,71.0,right,67.0,58.8,69.2,63.6,62.6,55.6,21.7,10.8
Alim Oezturk,1992-11-17,22.0,2016-04-21,65.0,73.0,right,62.0,44.8,49.8,57.2,72.0,44.6,63.7,9.4
Alireza Haghighi,1988-05-02,21.42,2016-05-05,66.0,66.0,left,20.0,20.4,16.2,50.0,37.0,27.6,16.7,63.8
Alireza Jahanbakhsh,1993-10-08,23.01,2016-05-05,71.0,78.0,right,63.0,60.8,62.2,76.2,66.6,53.0,32.3,9.4
Alistair Crawford,1991-07-30,19.94,2016-04-28,65.0,71.0,right,59.0,59.6,56.0,70.2,70.2,59.8,55.7,12.6
Aljaz Struna,1990-08-04,23.12,2016-04-21,67.0,70.0,right,48.0,48.2,49.0,61.0,67.8,48.2,72.7,8.2
Allan McGregor,1982-01-31,25.09,2016-01-21,74.0,74.0,right,14.0,18.8,22.2,52.0,42.4,29.2,12.3,74.0
Allan Saint-Maximin,1997-03-12,22.5,2016-03-10,66.0,81.0,right,49.0,60.6,63.8,81.4,55.2,44.2,20.3,9.0
Allan,1991-01-08,24.07,2016-04-21,80.0,82.0,right,62.0,65.4,69.0,80.0,73.6,75.2,81.0,8.8
Almen Abdi,1986-10-21,22.38,2016-04-28,72.0,72.0,right,71.0,66.2,72.8,69.4,65.6,66.4,56.3,8.4
Almog Cohen,1988-09-01,24.59,2016-04-28,70.0,70.0,right,62.0,55.2,62.2,72.0,73.8,63.0,72.3,9.0
Alois Confais,1996-09-07,19.79,2016-01-07,56.0,69.0,right,40.0,51.6,58.8,65.2,46.6,51.2,50.7,10.6
Alpaslan Ozturk,1993-07-16,24.14,2016-05-12,67.0,73.0,right,68.0,59.8,64.8,66.2,73.2,63.2,64.0,9.8
Alphonse Areola,1993-02-27,25.12,2016-04-28,80.0,88.0,right,14.0,22.0,19.6,58.8,41.2,25.0,16.3,78.8
Alvarinho,1990-09-03,23.18,2016-05-12,64.0,65.0,left,62.0,54.8,62.6,78.4,56.6,50.8,22.7,10.2
Alvaro Anton,1983-12-28,22.1,2016-04-28,68.0,68.0,right,68.0,58.0,73.2,70.2,65.0,57.4,40.7,10.2
Alvaro Arbeloa,1983-01-17,23.6,2016-04-28,76.0,76.0,right,47.0,62.4,58.0,66.2,66.2,64.4,82.3,10.2
Alvaro Dominguez,1989-05-15,23.5,2016-05-19,78.0,79.0,left,39.0,50.4,56.6,64.0,63.0,63.2,80.3,13.2
Alvaro Fernandez,1985-10-11,20.98,2016-01-07,69.0,69.0,right,62.0,66.0,71.2,69.6,63.6,62.6,47.0,9.2
Alvaro Gimenez,1991-05-19,22.38,2016-05-19,68.0,72.0,right,60.0,58.8,53.8,73.2,60.0,47.4,19.3,9.8
Alvaro Gonzalez Soberon,1990-01-08,20.92,2016-01-21,76.0,78.0,right,26.0,50.0,52.2,71.0,62.6,57.2,77.7,10.6
Alvaro Gonzalez,1984-10-29,23.48,2016-06-16,73.0,73.0,right,72.0,67.2,72.2,73.2,72.2,73.8,75.7,9.8
Alvaro Medran,1994-03-15,22.15,2016-03-10,72.0,79.0,right,72.0,57.4,69.4,69.0,64.0,65.6,69.7,12.4
Alvaro Morata,1992-10-23,24.01,2016-05-05,80.0,85.0,right,77.0,73.2,67.6,77.6,76.8,61.2,16.3,8.6
Alvaro Negredo,1985-08-20,25.07,2016-03-24,81.0,81.0,left,77.0,75.0,71.4,67.4,79.4,68.4,34.0,9.6
Alvaro Pereira,1985-11-28,23.99,2016-02-04,74.0,74.0,left,69.0,65.4,71.4,74.6,75.2,70.8,71.0,10.0
Alvaro Rubio,1979-04-18,20.92,2016-04-21,71.0,71.0,right,61.0,63.0,68.0,63.4,62.0,67.2,63.0,10.6
Alvaro Saborio,1982-03-25,23.06,2016-04-28,70.0,70.0,right,67.0,64.6,61.4,65.6,71.6,61.0,42.0,13.4
Alvaro Vadillo,1994-09-12,21.48,2016-03-03,71.0,80.0,right,70.0,59.4,69.6,79.6,63.6,51.4,24.3,8.6
Alvaro Vazquez,1991-04-27,22.38,2016-04-28,75.0,79.0,right,78.0,66.6,65.8,71.4,72.8,61.4,25.7,10.6
Aly Cissokho,1987-09-15,23.01,2016-03-24,73.0,73.0,left,55.0,60.8,59.8,70.4,70.8,60.6,78.3,11.4
Aly Ndom,1996-05-30,22.6,2016-04-07,63.0,72.0,left,62.0,53.4,55.8,58.8,64.6,61.2,60.7,8.4
Amadou Diawara,1997-07-17,22.38,2016-05-05,72.0,82.0,right,56.0,56.0,57.4,71.8,66.4,65.6,66.7,10.4
Amara Baby,1989-02-23,22.38,2016-02-18,67.0,68.0,left,62.0,58.4,60.6,75.4,72.8,61.0,60.3,8.6
Amauri,1980-06-03,24.14,2016-02-04,73.0,73.0,right,51.0,72.8,64.2,51.0,69.8,59.6,19.0,7.0
Amidu Salifu,1992-09-20,23.33,2016-04-21,67.0,73.0,right,65.0,59.6,61.0,73.2,76.8,61.0,65.0,8.8
Amilton,1989-08-12,22.81,2016-05-12,72.0,74.0,right,61.0,58.6,58.8,81.0,64.0,61.6,28.0,10.2
Amin Affane,1994-01-21,24.07,2016-03-10,65.0,72.0,left,64.0,56.6,67.4,78.8,58.6,52.4,31.3,11.6
Amin Younes,1993-08-06,23.89,2016-05-05,76.0,81.0,right,65.0,62.0,71.8,82.8,61.8,54.8,22.0,13.0
Amine Mohamed Chermiti,1987-12-26,22.81,2016-02-04,69.0,69.0,left,61.0,64.0,64.6,76.4,61.2,62.6,29.0,9.4
Amir Abrashi,1990-03-27,23.87,2016-04-21,71.0,73.0,right,62.0,52.2,56.8,77.0,74.0,66.0,73.7,14.0
Anass Achahbar,1994-01-13,23.48,2016-05-05,69.0,75.0,left,68.0,67.2,68.0,75.8,59.6,53.6,20.7,11.4
Anastasios Donis,1996-08-29,23.39,2016-03-10,61.0,75.0,right,62.0,54.4,53.0,71.4,64.0,47.0,21.7,12.0
Anatole Ngamukol,1988-01-15,22.1,2016-02-18,66.0,66.0,right,55.0,58.0,50.6,81.2,63.0,46.4,24.3,10.0
Ander Capa,1992-05-14,23.42,2016-01-07,73.0,78.0,right,61.0,61.0,62.6,80.2,74.4,67.2,63.7,10.8
Ander Herrera,1989-08-14,21.84,2016-03-03,81.0,82.0,right,74.0,71.6,78.2,79.2,69.4,79.2,62.7,10.6
Ander Iturraspe,1989-03-08,21.18,2016-03-10,81.0,82.0,right,67.0,65.4,73.2,61.8,69.8,71.4,78.7,8.6
Anders Christiansen,1990-06-08,24.37,2016-06-16,72.0,74.0,right,70.0,63.8,73.4,76.2,71.8,71.8,67.0,9.0
Anders Konradsen,1990-07-18,22.78,2016-06-02,72.0,76.0,right,68.0,67.2,66.8,70.2,76.4,69.2,70.3,10.8
Anders Lindegaard,1984-04-13,21.18,2016-06-09,77.0,77.0,right,19.0,15.2,21.8,57.8,43.6,34.8,14.3,77.2
Anderson Carvalho,1990-05-20,21.56,2016-06-02,66.0,68.0,left,59.0,55.4,57.2,67.6,71.6,65.6,66.0,8.0
Anderson Conceicao,1989-10-24,22.98,2016-06-30,68.0,70.0,left,22.0,43.6,40.6,49.6,58.4,53.8,68.7,11.6
Anderson Correia,1991-05-06,21.52,2016-05-12,69.0,73.0,left,47.0,48.0,67.2,76.2,56.8,55.2,69.7,13.0
Anderson Esiti,1994-05-24,24.01,2016-03-17,72.0,79.0,right,57.0,49.6,53.8,52.2,75.2,64.0,70.0,11.2
Anderson Luis,1988-07-31,23.18,2016-03-10,71.0,72.0,right,53.0,54.8,56.0,73.0,67.0,59.2,73.7,10.0
Anderson Talisca,1994-02-01,20.41,2016-04-28,75.0,80.0,left,85.0,73.6,77.0,71.6,69.4,71.0,53.0,11.8
Anderson,1988-01-10,24.39,2016-01-21,76.0,76.0,right,42.0,56.2,57.4,68.4,62.0,57.6,77.7,11.8
Andile Jali,1990-04-10,22.2,2016-05-12,72.0,74.0,right,70.0,56.2,71.0,75.0,70.6,67.8,64.7,12.2
Andoni Iraola,1982-06-22,22.11,2016-03-17,76.0,76.0,right,68.0,62.2,74.6,75.4,75.2,70.6,74.7,11.2
Andras Gosztonyi,1990-11-07,23.87,2016-04-28,64.0,67.0,right,68.0,56.6,60.6,71.2,63.2,52.0,33.0,10.2
Andre Almeida,1990-09-10,20.71,2016-04-21,76.0,78.0,right,63.0,62.4,64.4,69.4,70.2,66.8,79.0,9.4
Andre Andre,1989-08-26,21.12,2016-04-14,80.0,82.0,right,74.0,72.0,74.2,75.4,74.8,80.6,68.3,10.2
Andre Anguissa,1995-11-16,22.38,2016-04-21,57.0,69.0,right,43.0,48.4,51.2,60.8,59.8,57.6,56.0,10.0
Andre Ayew,1989-12-17,23.48,2016-04-28,79.0,79.0,left,75.0,75.2,72.6,79.6,79.6,72.0,63.7,10.0
Andre Biyogo Poko,1993-03-07,24.18,2016-04-21,71.0,78.0,right,49.0,58.0,61.8,74.4,66.8,71.2,71.3,13.4
Andre Bukia,1995-03-03,21.74,2016-03-10,65.0,75.0,left,42.0,55.0,54.0,76.2,54.2,51.4,27.7,8.4
Andre Carrillo,1991-06-14,22.45,2016-06-16,79.0,83.0,right,77.0,74.6,73.0,84.8,74.6,59.4,25.0,11.4
Andre Castro,1988-04-02,23.01,2016-04-07,73.0,73.0,right,74.0,62.2,69.8,71.8,75.2,69.0,61.0,11.2
Andre Geraldes,1991-05-02,21.48,2016-04-14,74.0,78.0,right,32.0,56.2,56.2,75.6,62.4,63.0,75.0,9.4
Andre Gomes,1993-07-30,23.75,2016-03-17,80.0,87.0,right,73.0,69.4,79.8,71.2,75.4,72.0,66.0,9.8
Andre Horta,1996-11-07,20.34,2016-01-21,70.0,82.0,right,68.0,55.2,67.8,78.8,60.0,59.0,52.7,10.8
Andre Leao,1985-05-20,22.69,2016-04-21,71.0,71.0,right,59.0,58.4,58.4,55.4,71.8,62.8,66.7,9.8
Andre Marques,1987-08-01,22.16,2016-04-14,65.0,65.0,left,58.0,56.8,60.4,61.6,72.4,64.4,68.0,11.4
Andre Martins,1990-01-21,21.46,2016-04-14,73.0,75.0,right,64.0,63.8,76.0,83.8,59.6,66.4,50.7,11.6
Andre Micael,1989-02-04,23.5,2016-04-21,66.0,66.0,right,28.0,41.2,37.4,57.6,56.0,47.0,66.0,10.2
Andre Pinto,1989-10-05,23.13,2016-04-07,76.0,77.0,right,57.0,52.4,54.0,50.6,64.2,57.4,79.7,11.2
Andre Ramalho Silva,1992-02-16,24.28,2016-04-28,71.0,76.0,right,61.0,56.6,62.2,62.8,70.2,63.0,70.0,12.2
Andre Santos,1989-03-02,23.67,2016-01-07,69.0,70.0,right,74.0,62.6,70.4,67.2,71.4,59.6,63.0,10.4
Andre Schuerrle,1990-11-06,22.11,2016-04-28,79.0,83.0,right,83.0,73.8,73.6,84.0,75.2,68.2,31.3,10.2
Andre Silva,1995-11-06,22.96,2016-04-14,70.0,84.0,right,52.0,57.0,55.8,70.6,68.2,64.0,27.7,10.6
Andre Sousa,1990-07-09,23.99,2016-01-21,71.0,75.0,left,62.0,62.2,66.6,68.8,70.4,68.2,65.0,9.0
Andre Vilas Boas,1983-06-04,23.22,2016-03-10,69.0,69.0,right,50.0,50.4,58.0,58.4,62.4,54.4,68.7,11.4
Andre Wisdom,1993-05-09,22.69,2016-06-09,70.0,75.0,right,28.0,50.2,49.4,66.8,57.2,59.2,76.7,10.6
Andre-Pierre Gignac,1985-12-05,23.75,2016-03-10,81.0,81.0,right,81.0,78.2,71.8,67.4,77.6,70.8,28.7,12.2
Andrea Barzagli,1981-05-08,24.65,2016-05-12,85.0,85.0,right,39.0,48.6,54.2,72.4,65.4,59.4,89.3,3.2
Andrea Belotti,1993-12-20,22.18,2016-05-12,75.0,83.0,right,67.0,65.2,59.8,73.4,75.4,63.8,19.0,10.6
Andrea Bertolacci,1991-01-11,23.67,2016-05-12,76.0,79.0,left,76.0,70.2,73.8,76.2,74.2,69.8,60.0,7.6
Andrea Caracciolo,1981-09-18,21.42,2016-04-21,68.0,68.0,right,41.0,65.6,49.6,48.2,64.0,53.8,22.7,11.0
Andrea Catellani,1988-05-26,23.71,2016-05-26,70.0,70.0,right,70.0,66.0,67.2,74.2,66.6,53.4,14.3,11.6
Andrea Coda,1985-04-25,23.75,2016-04-14,70.0,70.0,right,18.0,42.0,38.4,54.2,57.0,49.2,72.7,10.4
Andrea Consigli,1987-01-27,23.24,2016-03-10,80.0,80.0,right,19.0,16.0,18.0,50.8,41.0,20.6,16.0,79.6
Andrea Conti,1994-03-02,22.78,2016-04-28,67.0,75.0,right,38.0,50.4,52.6,66.4,54.6,52.8,65.7,10.8
Andrea Costa,1986-02-01,21.84,2016-04-14,74.0,74.0,left,37.0,46.2,53.2,66.6,65.0,52.0,76.3,9.6
Andrea Lazzari,1984-12-03,22.38,2016-02-04,72.0,72.0,left,73.0,67.4,76.8,68.8,72.4,70.0,64.7,9.0
Andrea Luci,1985-03-30,22.81,2016-05-12,70.0,70.0,right,68.0,57.8,70.4,73.2,68.0,67.8,60.7,9.6
Andrea Mantovani,1984-06-22,22.43,2016-02-04,71.0,71.0,left,49.0,55.6,45.4,60.2,67.4,57.0,71.0,7.8
Andrea Masiello,1986-02-05,24.55,2016-01-28,73.0,73.0,right,41.0,55.6,51.4,64.2,65.2,48.0,75.7,11.4
Andrea Mutombo,1990-07-06,23.6,2016-04-28,60.0,63.0,left,64.0,56.2,61.8,67.8,66.8,46.4,28.7,9.8
Andrea Pirlo,1979-05-19,21.52,2016-06-09,81.0,81.0,right,77.0,73.4,87.8,55.2,60.6,66.2,43.0,3.4
Andrea Poli,1989-09-29,23.06,2016-05-12,75.0,76.0,right,71.0,66.8,75.0,74.8,71.8,71.0,60.0,5.0
Andrea Ranocchia,1988-02-16,21.23,2016-02-18,77.0,77.0,right,31.0,48.2,52.6,50.4,60.6,56.4,79.7,13.0
Andrea Rispoli,1988-01-29,23.24,2016-05-12,64.0,64.0,right,55.0,54.2,56.8,68.6,69.6,56.0,69.3,12.0
Andrea Rossi,1986-11-07,22.53,2016-05-12,68.0,68.0,left,59.0,48.4,55.4,71.8,57.6,59.0,63.3,9.4
Andreas Beck,1987-03-13,23.43,2016-01-21,75.0,75.0,right,62.0,56.2,72.2,73.6,68.6,59.2,76.7,13.6
Andreas Christensen,1996-04-10,20.93,2016-04-28,72.0,86.0,right,20.0,49.0,48.0,62.0,51.0,51.4,76.0,8.8
Andreas Granqvist,1985-04-16,22.52,2016-01-21,79.0,79.0,right,59.0,58.2,51.0,52.4,69.4,69.0,81.7,10.6
Andreas Isaksson,1981-10-03,21.96,2016-02-04,71.0,71.0,right,12.0,19.4,17.6,38.0,39.6,22.2,18.7,70.4
Andreas Ivanschitz,1983-10-15,24.55,2016-06-23,75.0,75.0,left,81.0,69.8,79.2,67.4,71.0,67.2,31.7,8.0
Andreas Johansson,1982-03-10,21.56,2016-03-31,73.0,73.0,right,53.0,53.0,57.6,59.6,70.4,68.2,72.3,11.6
Andreas Landgren,1989-03-17,24.07,2016-03-17,64.0,65.0,right,62.0,57.2,56.0,65.2,71.8,63.8,64.0,12.2
Andreas Ludwig,1990-09-11,22.81,2016-01-21,67.0,71.0,left,68.0,63.0,68.0,71.2,70.8,62.4,51.7,10.8
Andreas Samaris,1989-06-13,22.6,2016-03-03,78.0,79.0,right,71.0,67.6,74.2,64.2,77.2,73.2,76.7,9.8
Andreas Weimann,1991-08-05,24.11,2016-04-21,71.0,76.0,right,69.0,63.4,63.0,75.0,66.4,65.4,33.3,10.8
Andrej Kramaric,1991-06-19,23.1,2016-06-23,74.0,78.0,right,75.0,68.2,69.2,75.4,70.0,60.6,22.0,11.6
Andres Guardado,1986-09-28,23.18,2016-03-17,81.0,81.0,left,71.0,68.6,77.4,84.8,73.0,72.2,67.7,9.6
Andreu Fontas,1989-11-14,25.86,2016-03-24,77.0,79.0,left,47.0,60.6,63.6,52.6,63.2,61.8,79.3,13.2
